Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_first_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,request_waiting_time_total,request_waiting_time_prefill,request_waiting_time_decode,request_waiting_time_decode_attn,request_waiting_time_decode_ffn,request_hidden_waiting_time,request_final_waiting_time,request_hidden_service_time,request_final_service_time,final_round_prefill_wait_ms,final_round_decode_wait_ms,final_round_prefill_service_ms,late_hidden_prefill_wait_ms,request_thinking_time,request_tool_call_time,prefill_e2e_time,prefill_execution_plus_preemption,prefill_execution_plus_preemption_per_token,decode_e2e_time,decode_e2e_time_per_token,decode_first_token_latency,ttft,ttft_prefill_only,ttft_kv_transfer,ttft_decode_first_token,tpot,tpot_computation,tpot_transfer,transfer_kv_cache,transfer_m2n_total,transfer_m2n_attn_to_ffn,transfer_m2n_ffn_to_attn,cluster_prefill_computation,cluster_decode_attn_computation,cluster_decode_ffn_computation,cluster_decode_computation,cluster_decode_attn_e2e_time,cluster_decode_ffn_e2e_time,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts,request_thinking_round_count,request_session_id,request_cohort,request_sj2q_pen_qshort_entries_total,request_sj2q_pen_qshort_long_history_entries_total,request_sj2q_pen_qlong_entries_total,request_sj2q_pen_long_history_to_qshort_reentry_count,request_sj2q_pen_first_long_history_round_number,request_total_preemption_count,request_prefill_preemption_count,request_decode_preemption_count,request_decode_attn_preemption_count,request_hidden_preemption_count,request_final_preemption_count,request_decode_tokens_at_preemption_all,request_decode_attn_tokens_at_preemption_all,request_decode_tokens_at_preemption_mean,request_decode_tokens_at_preemption_max,request_decode_tokens_at_preemption_min,request_spec_total_iterations,request_spec_accepted_drafts,request_spec_rejected_drafts,request_spec_committed_tokens,request_spec_acceptance_ratio,request_spec_committed_per_iteration
10,49821.11136074223,48.653429063224834,49820.99326234553,48.65331373275931,33523.22240108791,32.73752187606241,0.0,0.11809839669574274,49820.99326234553,48.65331373275931,0.11809839669574274,0.0,0.0,0.0,0.0,0.0,0.11809839669574274,0.0,49820.99326234553,0.0,0.0,0.0,0.0,0.0,0.0,64.87003963530746,64.75194123861172,0.01580857940395794,49756.24132110692,48.59007941514348,45.841721442883454,64.87003963530746,64.75194123861172,0.0,0.11809839669574274,48.63757704898037,48.63757704898037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27734589064493864,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
11,49885.29639287895,48.71610975867085,49842.98562849602,48.67479065282814,33511.93645870636,32.72650044795543,0.0,42.31076438293169,49842.98562849602,48.67479065282814,42.31076438293169,0.0,0.0,0.0,0.0,0.0,42.31076438293169,0.0,49842.98562849602,0.0,0.0,0.0,0.0,0.0,0.0,107.07991721088118,64.76915282794948,0.015812781452136104,49778.216475668065,48.611539527019595,45.8425406429086,107.07991721088118,64.76915282794948,0.0,42.31076438293169,48.65905813848296,48.65905813848296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0310771469958118,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
12,49896.705810914274,48.72725176847097,49863.685930186686,48.695005791197936,33500.15980029454,32.714999804975136,0.0,33.01988072759254,49863.685930186686,48.695005791197936,33.01988072759254,0.0,0.0,0.0,0.0,0.0,33.01988072759254,0.0,49863.685930186686,0.0,0.0,0.0,0.0,0.0,0.0,97.78985275552455,64.769972027932,0.015812981452131836,49798.91595815875,48.631753865389406,45.94930692653065,97.78985275552455,64.769972027932,0.0,33.01988072759254,48.67929223671432,48.67929223671432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0367533899843693,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
13,49848.43775714267,48.680114997209635,49848.25254083388,48.67993412190808,33466.56868452608,32.6821959809825,0.0,0.1852163087923131,49848.25254083388,48.67993412190808,0.1852163087923131,0.0,0.0,0.0,0.0,0.0,0.1852163087923131,0.0,49848.25254083388,0.0,0.0,0.0,0.0,0.0,0.0,64.94031950863555,64.75510319984323,0.015809351367149227,49783.49743763403,48.616696716439485,45.95183485302812,64.94031950863555,64.75510319984323,0.0,0.1852163087923131,48.66422036914372,48.66422036914372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14355394337326288,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
14,49869.29457125932,48.70048297974543,49854.8036337086,48.686331673543556,33446.809023363,32.66289943687793,0.0,14.490937550725391,49854.8036337086,48.686331673543556,14.490937550725391,0.0,0.0,0.0,0.0,0.0,14.490937550725391,0.0,49854.8036337086,0.0,0.0,0.0,0.0,0.0,0.0,79.3984233328544,64.90748578212902,0.01584655414602759,49789.89614792647,48.62294545695944,45.95958269840139,79.3984233328544,64.90748578212902,0.0,14.490937550725391,48.67047521791444,48.67047521791444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693775069899857,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
15,49858.31956664429,48.689765201801066,49857.71813875908,48.68917786988192,33424.70350509918,32.64131201669842,0.0,0.6014278852077837,49857.71813875908,48.68917786988192,0.6014278852077837,0.0,0.0,0.0,0.0,0.0,0.6014278852077837,0.0,49857.71813875908,0.0,0.0,0.0,0.0,0.0,0.0,65.48766028952713,64.88623240431934,0.015841365333085777,49792.83190635476,48.62581240854957,45.75811949089825,65.48766028952713,64.88623240431934,0.0,0.6014278852077837,48.673344971998795,48.673344971998795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6303119878284633,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
16,49856.03644832388,48.68753559406629,49844.23712897586,48.67601282126549,33392.45041743712,32.609814860778435,0.0,11.799319348021697,49844.23712897586,48.67601282126549,11.799319348021697,0.0,0.0,0.0,0.0,0.0,11.799319348021697,0.0,49844.23712897586,0.0,0.0,0.0,0.0,0.0,0.0,105.87858130391936,94.07926195589766,0.022968569813451578,49750.15786701997,48.58413854201169,46.04169759457477,105.87858130391936,94.07926195589766,0.0,11.799319348021697,48.63163036854347,48.63163036854347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14520457992330194,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
17,49856.02767293692,48.68752702435246,49844.23712897586,48.67601282126549,33392.45041743712,32.609814860778435,0.0,11.79054396106416,49844.23712897586,48.67601282126549,11.79054396106416,0.0,0.0,0.0,0.0,0.0,11.79054396106416,0.0,49844.23712897586,0.0,0.0,0.0,0.0,0.0,0.0,105.86980591696182,94.07926195589766,0.022968569813451578,49750.15786701997,48.58413854201169,46.04169759457477,105.86980591696182,94.07926195589766,0.0,11.79054396106416,48.63163036854347,48.63163036854347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77538695753799e-06,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
18,49817.22826732976,48.64963697981422,49816.92943313359,48.64934514954452,33341.509447541124,32.56006781986438,0.0,0.2988341961653873,49816.92943313359,48.64934514954452,0.2988341961653873,0.0,0.0,0.0,0.0,0.0,0.2988341961653873,0.0,49816.92943313359,0.0,0.0,0.0,0.0,0.0,0.0,65.37133849379728,65.0725042976319,0.015886841869539037,49751.856928835965,48.58579778206637,46.04564152728585,65.37133849379728,65.0725042976319,0.0,0.2988341961653873,48.63329123053369,48.63329123053369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6580713428556937,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
19,49837.57456600602,48.669506412115254,49837.20827897488,48.66914870993641,33332.72381196925,32.55148809762622,0.0,0.36628703113450456,49837.20827897488,48.66914870993641,0.36628703113450456,0.0,0.0,0.0,0.0,0.0,0.36628703113450456,0.0,49837.20827897488,0.0,0.0,0.0,0.0,0.0,0.0,65.44622879393813,65.07994176280363,0.01588865765693448,49772.12833721208,48.60559407930867,46.00600787642861,65.44622879393813,65.07994176280363,0.0,0.36628703113450456,48.65310687899519,48.65310687899519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.169817278161645,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
20,49856.008194834256,48.68750800276783,49819.378196810336,48.65173652032259,33296.8870124667,32.51649122311201,0.0,36.62999802392086,49819.378196810336,48.65173652032259,36.62999802392086,0.0,0.0,0.0,0.0,0.0,36.62999802392086,0.0,49819.378196810336,0.0,0.0,0.0,0.0,0.0,0.0,101.71075898679227,65.08076096287141,0.015888857656951028,49754.29743584746,48.588181089694785,46.01472788729666,101.71075898679227,65.08076096287141,0.0,36.62999802392086,48.63567686788608,48.63567686788608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07482223864644588,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
21,49805.13902438138,48.63783107849744,49801.90747546533,48.63467526900911,33261.38913475855,32.48182532691265,0.0,3.23154891605526,49801.90747546533,48.63467526900911,3.23154891605526,0.0,0.0,0.0,0.0,0.0,3.23154891605526,0.0,49801.90747546533,0.0,0.0,0.0,0.0,0.0,0.0,68.31312907890918,65.08158016285392,0.01588905765694676,49736.82589530247,48.57111903838132,46.015547087279174,68.31312907890918,65.08158016285392,0.0,3.23154891605526,48.618598138125584,48.618598138125584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14449393795803367,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
22,49822.580600431414,48.6548638676088,49784.44031347712,48.61761749363,33225.88798025042,32.447156230713304,0.0,38.14028695429528,49784.44031347712,48.61761749363,38.14028695429528,0.0,0.0,0.0,0.0,0.0,38.14028695429528,0.0,49784.44031347712,0.0,0.0,0.0,0.0,0.0,0.0,103.23253985932723,65.09225290503196,0.015891663306892567,49719.34806057209,48.55405084040243,46.01636628726169,103.23253985932723,65.09225290503196,0.0,38.14028695429528,48.60151325569119,48.60151325569119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07618838921189308,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
23,49812.38075119045,48.644903077334426,49780.87618371404,48.61413689815824,33195.439786899675,32.417421666894214,0.0,31.504567476412504,49780.87618371404,48.61413689815824,31.504567476412504,0.0,0.0,0.0,0.0,0.0,31.504567476412504,0.0,49780.87618371404,0.0,0.0,0.0,0.0,0.0,0.0,96.59763958142698,65.09307210501447,0.0158918633068883,49715.78311160903,48.550569444930694,45.94264033460149,96.59763958142698,65.09307210501447,0.0,31.504567476412504,48.59802845709582,48.59802845709582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8996843430213612,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
24,49808.90191281963,48.64150577423792,49764.34206052244,48.597990293478944,33160.34553237196,32.38314993395699,0.0,44.55985229718884,49764.34206052244,48.597990293478944,44.55985229718884,0.0,0.0,0.0,0.0,0.0,44.55985229718884,0.0,49764.34206052244,0.0,0.0,0.0,0.0,0.0,0.0,109.65374360218583,65.09389130499699,0.01589206330688403,49699.24816921744,48.53442204025141,45.99819088116419,109.65374360218583,65.09389130499699,0.0,44.55985229718884,48.58186526805224,48.58186526805224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14392306795344112,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
25,49798.27406541852,48.63112701701027,49776.244218391555,48.609613494523,33135.35143233495,32.3587416331396,0.0,22.029847026963978,49776.244218391555,48.609613494523,22.029847026963978,0.0,0.0,0.0,0.0,0.0,22.029847026963978,0.0,49776.244218391555,0.0,0.0,0.0,0.0,0.0,0.0,87.23369456892982,65.20384754196584,0.015918908091300255,49711.04037084959,48.5459378621578,65.41143223051904,87.23369456892982,65.20384754196584,0.0,22.029847026963978,48.593392346871546,48.593392346871546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.789556959178297,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
26,49771.49544713977,48.604976022597434,49757.85423749951,48.591654528808114,33099.446868618754,32.3236785826355,0.0,13.641209640262275,49757.85423749951,48.591654528808114,13.641209640262275,0.0,0.0,0.0,0.0,0.0,13.641209640262275,0.0,49757.85423749951,0.0,0.0,0.0,0.0,0.0,0.0,79.05264187078131,65.41143223051904,0.015969587946904062,49692.44280526899,48.5277761770205,46.00146190446708,79.05264187078131,65.41143223051904,0.0,13.641209640262275,48.57521290837633,48.57521290837633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07359248492866755,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
27,49767.421187545704,48.6009972534626,49755.487563626695,48.589343323854195,33069.077578053955,32.294021072318316,0.0,11.933623919011538,49755.487563626695,48.589343323854195,11.933623919011538,0.0,0.0,0.0,0.0,0.0,11.933623919011538,0.0,49755.487563626695,0.0,0.0,0.0,0.0,0.0,0.0,77.3458753495131,65.41225143050156,0.015969787946899794,49690.07531219619,48.52546417206659,46.002281104449594,77.3458753495131,65.41225143050156,0.0,11.933623919011538,48.57289864339804,48.57289864339804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9871482560411113,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
28,49792.92584652391,48.62590414699601,49748.355002852964,48.5823779324736,33038.44387308576,32.26410534481031,0.0,44.57084367094666,49748.355002852964,48.5823779324736,44.57084367094666,0.0,0.0,0.0,0.0,0.0,44.57084367094666,0.0,49748.355002852964,0.0,0.0,0.0,0.0,0.0,0.0,109.98391430160126,65.4130706306546,0.01596998794693716,49682.94193222231,48.51849798068585,46.02508286313878,109.98391430160126,65.4130706306546,0.0,44.57084367094666,48.565925642446054,48.565925642446054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9068183726631087,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
29,49739.627632122545,48.57385510949467,49730.148993078605,48.564598626053325,33002.60930683335,32.229110651204444,0.0,9.478639043940973,49730.148993078605,48.564598626053325,9.478639043940973,0.0,0.0,0.0,0.0,0.0,9.478639043940973,0.0,49730.148993078605,0.0,0.0,0.0,0.0,0.0,0.0,74.89252887449283,65.41388983055185,0.015970187946912073,49664.73510324806,48.50071787426568,46.02590206320656,74.89252887449283,65.41388983055185,0.0,9.478639043940973,48.5481281556677,48.5481281556677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14653035812079906,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
30,49750.017422487574,48.58400138914802,49719.60020786116,48.55429707798941,32970.365211616336,32.19762227696908,0.0,30.417214626417888,49719.60020786116,48.55429707798941,30.417214626417888,0.0,0.0,0.0,0.0,0.0,30.417214626417888,0.0,49719.60020786116,0.0,0.0,0.0,0.0,0.0,0.0,95.83393694321529,65.4167223167974,0.015970879471874366,49654.18348554436,48.49041356010191,46.011374387035175,95.83393694321529,65.4167223167974,0.0,30.417214626417888,48.537813768860566,48.537813768860566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6888379431329668,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
31,49744.80452404957,48.57891066801716,49702.00403714903,48.53711331752835,32934.79696348027,32.1628876596487,0.0,42.80048690053917,49702.00403714903,48.53711331752835,42.80048690053917,0.0,0.0,0.0,0.0,0.0,42.80048690053917,0.0,49702.00403714903,0.0,0.0,0.0,0.0,0.0,0.0,108.21601513122658,65.41552823068741,0.01597058794694517,49636.58850891834,48.47323096574057,46.01815909597917,108.21601513122658,65.41552823068741,0.0,42.80048690053917,48.5206143782193,48.5206143782193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14505619881674647,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
32,49741.1518461128,48.57534359971953,49714.37024241475,48.54918968985815,32916.184063368884,32.144710999383676,0.0,26.781603698047718,49714.37024241475,48.54918968985815,26.781603698047718,0.0,0.0,0.0,0.0,0.0,26.781603698047718,0.0,49714.37024241475,0.0,0.0,0.0,0.0,0.0,0.0,92.13561820580907,65.35401450776135,0.015955569948183923,49649.01622790699,48.48536741006542,46.02218990464735,92.13561820580907,65.35401450776135,0.0,26.781603698047718,48.53276268612609,48.53276268612609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8681972483173013,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
