Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_first_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,request_waiting_time_total,request_waiting_time_prefill,request_waiting_time_decode,request_waiting_time_decode_attn,request_waiting_time_decode_ffn,request_hidden_waiting_time,request_final_waiting_time,request_hidden_service_time,request_final_service_time,final_round_prefill_wait_ms,final_round_decode_wait_ms,final_round_prefill_service_ms,late_hidden_prefill_wait_ms,request_thinking_time,request_tool_call_time,prefill_e2e_time,prefill_execution_plus_preemption,prefill_execution_plus_preemption_per_token,decode_e2e_time,decode_e2e_time_per_token,decode_first_token_latency,ttft,ttft_prefill_only,ttft_kv_transfer,ttft_decode_first_token,tpot,tpot_computation,tpot_transfer,transfer_kv_cache,transfer_m2n_total,transfer_m2n_attn_to_ffn,transfer_m2n_ffn_to_attn,cluster_prefill_computation,cluster_decode_attn_computation,cluster_decode_ffn_computation,cluster_decode_computation,cluster_decode_attn_e2e_time,cluster_decode_ffn_e2e_time,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts,request_thinking_round_count,request_session_id,request_cohort,request_sj2q_pen_qshort_entries_total,request_sj2q_pen_qshort_long_history_entries_total,request_sj2q_pen_qlong_entries_total,request_sj2q_pen_long_history_to_qshort_reentry_count,request_sj2q_pen_first_long_history_round_number,request_total_preemption_count,request_prefill_preemption_count,request_decode_preemption_count,request_decode_attn_preemption_count,request_hidden_preemption_count,request_final_preemption_count,request_decode_tokens_at_preemption_all,request_decode_attn_tokens_at_preemption_all,request_decode_tokens_at_preemption_mean,request_decode_tokens_at_preemption_max,request_decode_tokens_at_preemption_min,request_spec_total_iterations,request_spec_accepted_drafts,request_spec_rejected_drafts,request_spec_committed_tokens,request_spec_acceptance_ratio,request_spec_committed_per_iteration
10,58605.11575485042,57.23155835434611,58576.91032474537,57.20401398900915,58191.449115595395,56.82758702694863,0.0,28.20543010504828,58576.91032474537,57.20401398900915,28.20543010504828,0.0,0.0,0.0,0.0,0.0,28.20543010504828,0.0,58576.91032474537,0.0,0.0,0.0,0.0,0.0,0.0,95.59275060652972,67.38732050148144,0.016451982544306992,58509.523004243885,57.13820605883192,55.248094792489155,95.59275060652972,67.38732050148144,0.0,28.20543010504828,57.194059632691975,57.194059632691975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24009421421214938,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
11,58628.668472911144,57.25455905557729,58606.90953966441,57.23331009732853,58223.37470452891,56.85876435989152,0.0,21.758933246731615,58606.90953966441,57.23331009732853,21.758933246731615,0.0,0.0,0.0,0.0,0.0,21.758933246731615,0.0,58606.90953966441,0.0,0.0,0.0,0.0,0.0,0.0,89.14625374821306,67.38732050148144,0.016451982544306992,58539.52221916294,57.167502167151305,55.248094792489155,89.14625374821306,67.38732050148144,0.0,21.758933246731615,57.22338437845839,57.22338437845839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0130514288321137,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
12,58639.0924904549,57.264738760209866,58627.76231814936,57.253674138817736,58251.91466187102,56.88663541198342,0.0,11.330172305536124,58627.76231814936,57.253674138817736,11.330172305536124,0.0,0.0,0.0,0.0,0.0,11.330172305536124,0.0,58627.76231814936,0.0,0.0,0.0,0.0,0.0,0.0,78.74620484648354,67.41603254094741,0.01645899231956724,58560.346285608415,57.18783816953947,55.332666689750454,78.74620484648354,67.41603254094741,0.0,11.330172305536124,57.24374025963677,57.24374025963677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0170336929149926,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
13,58647.50682760494,57.27295588633295,58621.049417260634,57.24711857154359,58247.34485966472,56.88217271451633,0.0,26.457410344308485,58621.049417260634,57.24711857154359,26.457410344308485,0.0,0.0,0.0,0.0,0.0,26.457410344308485,0.0,58621.049417260634,0.0,0.0,0.0,0.0,0.0,0.0,93.8734428852559,67.41603254094741,0.01645899231956724,58553.63338471969,57.18128260226532,55.333127489703315,93.8734428852559,67.41603254094741,0.0,26.457410344308485,57.23717828418347,57.23717828418347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16295412788167596,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
14,58683.22411775056,57.30783605249078,58631.67799612964,57.25749804309535,58265.529709368064,56.89993135680475,0.0,51.5461216209161,58631.67799612964,57.25749804309535,51.5461216209161,0.0,0.0,0.0,0.0,0.0,51.5461216209161,0.0,58631.67799612964,0.0,0.0,0.0,0.0,0.0,0.0,118.97612030496418,67.42999868404809,0.016462402022472677,58564.24799744559,57.19164843500546,55.54787659792737,118.97612030496418,67.42999868404809,0.0,51.5461216209161,57.24755424970244,57.24755424970244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7063248511403799,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
15,58686.33220794457,57.31087129682087,58637.11125871521,57.26280396358907,58277.29134743633,56.91141733148079,0.0,49.220949229365374,58637.11125871521,57.26280396358907,49.220949229365374,0.0,0.0,0.0,0.0,0.0,49.220949229365374,0.0,58637.11125871521,0.0,0.0,0.0,0.0,0.0,0.0,116.64593131997947,67.4249820906141,0.01646117726821633,58569.6862766246,57.19695925451621,55.56775151674742,116.64593131997947,67.4249820906141,0.0,49.220949229365374,57.252870260630104,57.252870260630104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6252339370548725,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
16,58637.49173466907,57.263175522137765,58628.27648459154,57.25417625448392,58271.41407108325,56.90567780379224,0.0,9.215250077531323,58628.27648459154,57.25417625448392,9.215250077531323,0.0,0.0,0.0,0.0,0.0,9.215250077531323,0.0,58628.27648459154,0.0,0.0,0.0,0.0,0.0,0.0,98.2943160247629,89.07906594723158,0.021747818834773336,58539.197418644304,57.16718497914483,55.172575878827956,98.2943160247629,89.07906594723158,0.0,9.215250077531323,57.223066880395216,57.223066880395216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16299843275919557,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
17,58637.29403770388,57.2629824586952,58628.27648459154,57.25417625448392,58268.45657331289,56.90278962237587,0.0,9.017553112341758,58628.27648459154,57.25417625448392,9.017553112341758,0.0,0.0,0.0,0.0,0.0,9.017553112341758,0.0,58628.27648459154,0.0,0.0,0.0,0.0,0.0,0.0,98.09661905957334,89.07906594723158,0.021747818834773336,58539.197418644304,57.16718497914483,55.172575878827956,98.09661905957334,89.07906594723158,0.0,9.017553112341758,57.223066880395216,57.223066880395216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019769696518956437,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
18,58619.2009256781,57.24531340398252,58617.28213199862,57.2434395820299,58260.419718491685,56.894941131339536,0.0,1.9187936794793359,58617.28213199862,57.2434395820299,1.9187936794793359,0.0,0.0,0.0,0.0,0.0,1.9187936794793359,0.0,58617.28213199862,0.0,0.0,0.0,0.0,0.0,0.0,69.46033832234377,67.54154464286444,0.016489634922574326,58549.74058735576,57.17748104233961,55.36333629748924,69.46033832234377,67.54154464286444,0.0,1.9187936794793359,57.233373008167895,57.233373008167895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7030761600472015,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
19,58662.16339274614,57.28726893822865,58640.15957803497,57.26578083792477,58290.15847776502,56.9239828884424,0.0,22.00381471116941,58640.15957803497,57.26578083792477,22.00381471116941,0.0,0.0,0.0,0.0,0.0,22.00381471116941,0.0,58640.15957803497,0.0,0.0,0.0,0.0,0.0,0.0,89.54535935403385,67.54154464286444,0.016489634922574326,58572.6180333921,57.19982229823447,67.56704785081524,89.54535935403385,67.54154464286444,0.0,22.00381471116941,57.255736103022585,57.255736103022585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09935991326347,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
20,58634.03312972444,57.259797978246525,58629.70246021004,57.25556880879887,58281.45467366397,56.91548307974997,0.0,4.33066951440253,58629.70246021004,57.25556880879887,4.33066951440253,0.0,0.0,0.0,0.0,0.0,4.33066951440253,0.0,58629.70246021004,0.0,0.0,0.0,0.0,0.0,0.0,71.89771736521777,67.56704785081524,0.01649586129170294,58562.135412359225,57.189585363632055,55.670916700535145,71.89771736521777,67.56704785081524,0.0,4.33066951440253,57.24548916164147,57.24548916164147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08521468983963132,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
21,58643.258741448546,57.268807364695846,58621.873709725376,57.24792354465369,58281.714232096376,56.91573655478162,0.0,21.385031723172077,58621.873709725376,57.24792354465369,21.385031723172077,0.0,0.0,0.0,0.0,0.0,21.385031723172077,0.0,58621.873709725376,0.0,0.0,0.0,0.0,0.0,0.0,88.95207957398732,67.56704785081524,0.01649586129170294,58554.306661874565,57.18194009948688,67.5815712938288,88.95207957398732,67.56704785081524,0.0,21.385031723172077,57.237836424119806,57.237836424119806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16185451904311599,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
22,58615.68526981181,57.241880146300595,58611.35495216334,57.23765132047201,58271.195474534376,56.905464330599976,0.0,4.33031764846703,58611.35495216334,57.23765132047201,4.33031764846703,0.0,0.0,0.0,0.0,0.0,4.33031764846703,0.0,58611.35495216334,0.0,0.0,0.0,0.0,0.0,0.0,71.91188894229583,67.5815712938288,0.016499407054157422,58543.77338086951,57.17165369225538,55.67173590051766,71.91188894229583,67.5815712938288,0.0,4.33031764846703,57.22753996174928,57.22753996174928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08462176192552029,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
23,58657.01648441266,57.28224266055924,58621.47140624478,57.24753067016092,58292.89034476978,56.92665072731424,0.0,35.545078167885436,58621.47140624478,57.24753067016092,35.545078167885436,0.0,0.0,0.0,0.0,0.0,35.545078167885436,0.0,58621.47140624478,0.0,0.0,0.0,0.0,0.0,0.0,103.12664946171424,67.5815712938288,0.016499407054157422,58553.889834950955,57.18153304194429,55.554501763367625,103.12664946171424,67.5815712938288,0.0,35.545078167885436,57.2374289686715,57.2374289686715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8714428492821753,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
24,58663.59819375951,57.288670111093275,58613.923631761965,57.240159796642544,58283.584130453506,56.917562627396,0.0,49.674561997548494,58613.923631761965,57.240159796642544,49.674561997548494,0.0,0.0,0.0,0.0,0.0,49.674561997548494,0.0,58613.923631761965,0.0,0.0,0.0,0.0,0.0,0.0,117.25695249135981,67.58239049381132,0.016499607054153154,58546.34124126815,57.17416136842593,55.69112932366238,117.25695249135981,67.58239049381132,0.0,49.674561997548494,57.23005008921618,57.23005008921618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164561090990901,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
25,58693.894078360005,57.31825593589844,58645.57154554382,57.271065962445135,58327.60391427493,56.96055069753411,0.0,48.32253281618648,58645.57154554382,57.271065962445135,48.32253281618648,0.0,0.0,0.0,0.0,0.0,48.32253281618648,0.0,58645.57154554382,0.0,0.0,0.0,0.0,0.0,0.0,137.47733468143508,89.1548018652486,0.02176630904913296,58556.416743678565,57.1840007262486,55.69383849837095,137.47733468143508,89.1548018652486,0.0,48.32253281618648,57.23989906517944,57.23989906517944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7952273190021515,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
26,58693.7100196826,57.31807619109629,58645.57154554382,57.271065962445135,58315.224269502425,56.94846120068596,0.0,48.13847413878136,58645.57154554382,57.271065962445135,48.13847413878136,0.0,0.0,0.0,0.0,0.0,48.13847413878136,0.0,58645.57154554382,0.0,0.0,0.0,0.0,0.0,0.0,137.29327600402996,89.1548018652486,0.02176630904913296,58556.416743678565,57.1840007262486,55.69383849837095,137.29327600402996,89.1548018652486,0.0,48.13847413878136,57.23989906517944,57.23989906517944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018405867740511894,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
27,58637.774447267235,57.26345160865941,58635.547913559945,57.261277259335884,58317.80299454702,56.95097948686232,0.0,2.2265337072866487,58635.547913559945,57.261277259335884,2.2265337072866487,0.0,0.0,0.0,0.0,0.0,2.2265337072866487,0.0,58635.547913559945,0.0,0.0,0.0,0.0,0.0,0.0,69.81117475395138,67.58464104666473,0.01650015650553338,58567.96327251328,57.19527663331375,55.46643319235045,69.81117475395138,67.58464104666473,0.0,2.2265337072866487,57.25118599463664,57.25118599463664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02575095416978,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
28,58664.77214886321,57.28981655162423,58625.66319606032,57.251624214902655,58307.91827705452,56.94132644243606,0.0,39.10895280289495,58625.66319606032,57.251624214902655,39.10895280289495,0.0,0.0,0.0,0.0,0.0,39.10895280289495,0.0,58625.66319606032,0.0,0.0,0.0,0.0,0.0,0.0,106.84211372840835,67.7331609255134,0.01653641624158042,58557.9300351348,57.18547854993633,55.19482942622744,106.84211372840835,67.7331609255134,0.0,39.10895280289495,57.24137833346511,57.24137833346511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8626987198367715,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
29,58666.938576946435,57.29193220404925,58614.358455300986,57.24058442900487,58303.74775773149,56.93725366965966,0.0,52.58012164545178,58614.358455300986,57.24058442900487,52.58012164545178,0.0,0.0,0.0,0.0,0.0,52.58012164545178,0.0,58614.358455300986,0.0,0.0,0.0,0.0,0.0,0.0,120.31328257096519,67.7331609255134,0.01653641624158042,58546.62529437547,57.17443876403855,55.005351765828436,120.31328257096519,67.7331609255134,0.0,52.58012164545178,57.23032775598776,57.23032775598776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16465165093541145,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
30,58654.20936246982,57.27950133053693,58610.02862137241,57.236356075558994,58302.26306654609,56.935803775923915,0.0,44.18074109740999,58610.02862137241,57.236356075558994,44.18074109740999,0.0,0.0,0.0,0.0,0.0,44.18074109740999,0.0,58610.02862137241,0.0,0.0,0.0,0.0,0.0,0.0,111.91472122299118,67.73398012558118,0.01653661624159697,58542.29464124683,57.17020961059261,67.72038934911961,111.91472122299118,67.73398012558118,0.0,44.18074109740999,57.22609446847197,57.22609446847197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7912021144293249,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
31,58625.256411893344,57.251226964739594,58597.8998483863,57.22451157068975,58297.27179179562,56.93092948417541,0.0,27.35656350704474,58597.8998483863,57.22451157068975,27.35656350704474,0.0,0.0,0.0,0.0,0.0,27.35656350704474,0.0,58597.8998483863,0.0,0.0,0.0,0.0,0.0,0.0,95.07695285616435,67.72038934911961,0.016533298180937406,58530.17945903719,57.158378377966,54.75784666725758,95.07695285616435,67.72038934911961,0.0,27.35656350704474,57.21425167061309,57.21425167061309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08455815771594644,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
32,58645.36755514085,57.27086675306724,58613.710134556866,57.23995130327819,58316.13074371043,56.94934642940472,0.0,31.65742058398635,58613.710134556866,57.23995130327819,31.65742058398635,0.0,0.0,0.0,0.0,0.0,31.65742058398635,0.0,58613.710134556866,0.0,0.0,0.0,0.0,0.0,0.0,99.23887227948924,67.58145169550289,0.016499377855347386,58546.12868286137,57.1739537918568,55.144050212902584,99.23887227948924,67.58145169550289,0.0,31.65742058398635,57.22984230973741,57.22984230973741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8704284722916782,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
