request_id,arrived_at,num_prefill_tokens,num_decode_tokens
warmup:pf4096_dc1024:r1:53,27.336933920933888,4096,1024
warmup:pf4096_dc1024:r1:54,27.533653646419765,4096,1024
warmup:pf4096_dc1024:r1:55,27.814412843951732,4096,1024
warmup:pf4096_dc1024:r1:56,27.91616982643818,4096,1024
warmup:pf4096_dc1024:r1:57,28.75755685667493,4096,1024
warmup:pf4096_dc1024:r1:58,28.87319117878392,4096,1024
warmup:pf4096_dc1024:r1:59,29.381941311837863,4096,1024
warmup:pf4096_dc1024:r1:60,29.855405949005963,4096,1024
warmup:pf4096_dc1024:r1:61,30.13526456088238,4096,1024
warmup:pf4096_dc1024:r1:62,30.28071301534327,4096,1024
warmup:pf4096_dc1024:r1:63,30.34514629850438,4096,1024
warmup:pf4096_dc1024:r1:64,30.898838948725235,4096,1024
warmup:pf4096_dc1024:r1:65,31.31648037211652,4096,1024
warmup:pf4096_dc1024:r1:66,31.919253151669515,4096,1024
warmup:pf4096_dc1024:r1:67,31.986574956760712,4096,1024
warmup:pf4096_dc1024:r1:68,32.87850276652575,4096,1024
warmup:pf4096_dc1024:r1:69,34.27793135643245,4096,1024
warmup:pf4096_dc1024:r1:70,34.57040647217522,4096,1024
warmup:pf4096_dc1024:r1:71,34.641625111420616,4096,1024
warmup:pf4096_dc1024:r1:72,34.66097975128705,4096,1024
warmup:pf4096_dc1024:r1:73,34.67268929900176,4096,1024
warmup:pf4096_dc1024:r1:74,34.952493466706784,4096,1024
warmup:pf4096_dc1024:r1:75,35.33201428532532,4096,1024
warmup:pf4096_dc1024:r1:76,35.38403230265417,4096,1024
warmup:pf4096_dc1024:r1:77,37.73808266585447,4096,1024
warmup:pf4096_dc1024:r1:78,38.43474855532294,4096,1024
warmup:pf4096_dc1024:r1:79,38.876523395090615,4096,1024
warmup:pf4096_dc1024:r1:80,39.90206451285434,4096,1024
warmup:pf4096_dc1024:r1:81,40.6689554689745,4096,1024
warmup:pf4096_dc1024:r1:82,40.78641334709632,4096,1024
warmup:pf4096_dc1024:r1:83,40.84318312170809,4096,1024
warmup:pf4096_dc1024:r1:84,40.8438393330155,4096,1024
warmup:pf4096_dc1024:r1:85,40.87361274205425,4096,1024
warmup:pf4096_dc1024:r1:86,41.167889287863275,4096,1024
warmup:pf4096_dc1024:r1:87,41.40188539176718,4096,1024
warmup:pf4096_dc1024:r1:88,41.67434274303424,4096,1024
warmup:pf4096_dc1024:r1:89,41.96850899839434,4096,1024
warmup:pf4096_dc1024:r1:90,42.206217258010696,4096,1024
warmup:pf4096_dc1024:r1:91,42.30904053285519,4096,1024
warmup:pf4096_dc1024:r1:92,42.52656549058795,4096,1024
warmup:pf4096_dc1024:r1:93,42.550959480706176,4096,1024
warmup:pf4096_dc1024:r1:94,42.97123666903399,4096,1024
warmup:pf4096_dc1024:r1:95,43.183220839471204,4096,1024
warmup:pf4096_dc1024:r1:96,43.25638193933987,4096,1024
warmup:pf4096_dc1024:r1:97,44.7463752544508,4096,1024
warmup:pf4096_dc1024:r1:98,45.99945284664151,4096,1024
warmup:pf4096_dc1024:r1:99,47.14003370610788,4096,1024
warmup:pf4096_dc1024:r2:0,0.0,4096,1024
warmup:pf4096_dc1024:r2:1,0.1394695984353605,4096,1024
warmup:pf4096_dc1024:r2:2,0.24519164866650506,4096,1024
warmup:pf4096_dc1024:r2:3,0.31248321598759043,4096,1024
warmup:pf4096_dc1024:r2:4,0.8038411056189159,4096,1024
warmup:pf4096_dc1024:r2:5,1.0199291991842783,4096,1024
warmup:pf4096_dc1024:r2:6,1.025896073192656,4096,1024
warmup:pf4096_dc1024:r2:7,1.356952136864616,4096,1024
warmup:pf4096_dc1024:r2:8,3.24038704705775,4096,1024
warmup:pf4096_dc1024:r2:9,5.3142484733350654,4096,1024
warmup:pf4096_dc1024:r2:10,5.579498001056458,4096,1024
warmup:pf4096_dc1024:r2:11,6.5930851363594645,4096,1024
warmup:pf4096_dc1024:r2:12,7.647941403311525,4096,1024
warmup:pf4096_dc1024:r2:13,7.77405519982716,4096,1024
warmup:pf4096_dc1024:r2:14,8.476999899982102,4096,1024
warmup:pf4096_dc1024:r2:15,9.089052386519116,4096,1024
warmup:pf4096_dc1024:r2:16,9.244738402920921,4096,1024
warmup:pf4096_dc1024:r2:17,9.287440685638783,4096,1024
warmup:pf4096_dc1024:r2:18,9.94316304734161,4096,1024
warmup:pf4096_dc1024:r2:19,11.1078063221435,4096,1024
warmup:pf4096_dc1024:r2:20,11.146954163745653,4096,1024
warmup:pf4096_dc1024:r2:21,11.308077211373663,4096,1024
warmup:pf4096_dc1024:r2:22,11.40353528481197,4096,1024
warmup:pf4096_dc1024:r2:23,12.293560236217036,4096,1024
warmup:pf4096_dc1024:r2:24,12.447377356138947,4096,1024
warmup:pf4096_dc1024:r2:25,14.209492697170441,4096,1024
warmup:pf4096_dc1024:r2:26,14.27248025992363,4096,1024
warmup:pf4096_dc1024:r2:27,15.242668624385429,4096,1024
warmup:pf4096_dc1024:r2:28,16.15921977167755,4096,1024
warmup:pf4096_dc1024:r2:29,16.326672146577753,4096,1024
warmup:pf4096_dc1024:r2:30,17.045295640177876,4096,1024
warmup:pf4096_dc1024:r2:31,17.18231614404406,4096,1024
warmup:pf4096_dc1024:r2:32,19.004298099655983,4096,1024
warmup:pf4096_dc1024:r2:33,19.698666458661304,4096,1024
warmup:pf4096_dc1024:r2:34,20.076595888133227,4096,1024
warmup:pf4096_dc1024:r2:35,20.28592656953938,4096,1024
warmup:pf4096_dc1024:r2:36,21.169882137799945,4096,1024
warmup:pf4096_dc1024:r2:37,21.3826360169934,4096,1024
warmup:pf4096_dc1024:r2:38,21.44258178261569,4096,1024
warmup:pf4096_dc1024:r2:39,21.530126437153886,4096,1024
warmup:pf4096_dc1024:r2:40,21.65844488405126,4096,1024
warmup:pf4096_dc1024:r2:41,21.835228025255738,4096,1024
warmup:pf4096_dc1024:r2:42,21.854399434671215,4096,1024
warmup:pf4096_dc1024:r2:43,22.045926868039263,4096,1024
warmup:pf4096_dc1024:r2:44,23.44722796246555,4096,1024
warmup:pf4096_dc1024:r2:45,23.62339439460993,4096,1024
warmup:pf4096_dc1024:r2:46,23.945014788628626,4096,1024
warmup:pf4096_dc1024:r2:47,24.550888896051227,4096,1024
warmup:pf4096_dc1024:r2:48,25.593726532799803,4096,1024
warmup:pf4096_dc1024:r2:49,26.018121823257204,4096,1024
warmup:pf4096_dc1024:r2:50,26.423189940241084,4096,1024
warmup:pf4096_dc1024:r2:51,26.78511742615385,4096,1024
warmup:pf4096_dc1024:r2:52,27.22727234322496,4096,1024
warmup:pf4096_dc1024:r2:53,27.336933920933888,4096,1024
warmup:pf4096_dc1024:r2:54,27.533653646419765,4096,1024
warmup:pf4096_dc1024:r2:55,27.814412843951732,4096,1024
warmup:pf4096_dc1024:r2:56,27.91616982643818,4096,1024
warmup:pf4096_dc1024:r2:57,28.75755685667493,4096,1024
warmup:pf4096_dc1024:r2:58,28.87319117878392,4096,1024
warmup:pf4096_dc1024:r2:59,29.381941311837863,4096,1024
warmup:pf4096_dc1024:r2:60,29.855405949005963,4096,1024
warmup:pf4096_dc1024:r2:61,30.13526456088238,4096,1024
warmup:pf4096_dc1024:r2:62,30.28071301534327,4096,1024
warmup:pf4096_dc1024:r2:63,30.34514629850438,4096,1024
warmup:pf4096_dc1024:r2:64,30.898838948725235,4096,1024
warmup:pf4096_dc1024:r2:65,31.31648037211652,4096,1024
warmup:pf4096_dc1024:r2:66,31.919253151669515,4096,1024
warmup:pf4096_dc1024:r2:67,31.986574956760712,4096,1024
warmup:pf4096_dc1024:r2:68,32.87850276652575,4096,1024
warmup:pf4096_dc1024:r2:69,34.27793135643245,4096,1024
warmup:pf4096_dc1024:r2:70,34.57040647217522,4096,1024
warmup:pf4096_dc1024:r2:71,34.641625111420616,4096,1024
warmup:pf4096_dc1024:r2:72,34.66097975128705,4096,1024
warmup:pf4096_dc1024:r2:73,34.67268929900176,4096,1024
warmup:pf4096_dc1024:r2:74,34.952493466706784,4096,1024
warmup:pf4096_dc1024:r2:75,35.33201428532532,4096,1024
warmup:pf4096_dc1024:r2:76,35.38403230265417,4096,1024
warmup:pf4096_dc1024:r2:77,37.73808266585447,4096,1024
warmup:pf4096_dc1024:r2:78,38.43474855532294,4096,1024
warmup:pf4096_dc1024:r2:79,38.876523395090615,4096,1024
warmup:pf4096_dc1024:r2:80,39.90206451285434,4096,1024
warmup:pf4096_dc1024:r2:81,40.6689554689745,4096,1024
warmup:pf4096_dc1024:r2:82,40.78641334709632,4096,1024
warmup:pf4096_dc1024:r2:83,40.84318312170809,4096,1024
warmup:pf4096_dc1024:r2:84,40.8438393330155,4096,1024
warmup:pf4096_dc1024:r2:85,40.87361274205425,4096,1024
warmup:pf4096_dc1024:r2:86,41.167889287863275,4096,1024
warmup:pf4096_dc1024:r2:87,41.40188539176718,4096,1024
warmup:pf4096_dc1024:r2:88,41.67434274303424,4096,1024
warmup:pf4096_dc1024:r2:89,41.96850899839434,4096,1024
warmup:pf4096_dc1024:r2:90,42.206217258010696,4096,1024
warmup:pf4096_dc1024:r2:91,42.30904053285519,4096,1024
warmup:pf4096_dc1024:r2:92,42.52656549058795,4096,1024
warmup:pf4096_dc1024:r2:93,42.550959480706176,4096,1024
warmup:pf4096_dc1024:r2:94,42.97123666903399,4096,1024
warmup:pf4096_dc1024:r2:95,43.183220839471204,4096,1024
warmup:pf4096_dc1024:r2:96,43.25638193933987,4096,1024
warmup:pf4096_dc1024:r2:97,44.7463752544508,4096,1024
warmup:pf4096_dc1024:r2:98,45.99945284664151,4096,1024
warmup:pf4096_dc1024:r2:99,47.14003370610788,4096,1024
warmup:pf4096_dc1024:r3:0,0.0,4096,1024
warmup:pf4096_dc1024:r3:1,0.1394695984353605,4096,1024
warmup:pf4096_dc1024:r3:2,0.24519164866650506,4096,1024
warmup:pf4096_dc1024:r3:3,0.31248321598759043,4096,1024
warmup:pf4096_dc1024:r3:4,0.8038411056189159,4096,1024
warmup:pf4096_dc1024:r3:5,1.0199291991842783,4096,1024
warmup:pf4096_dc1024:r3:6,1.025896073192656,4096,1024
warmup:pf4096_dc1024:r3:7,1.356952136864616,4096,1024
warmup:pf4096_dc1024:r3:8,3.24038704705775,4096,1024
warmup:pf4096_dc1024:r3:9,5.3142484733350654,4096,1024
warmup:pf4096_dc1024:r3:10,5.579498001056458,4096,1024
warmup:pf4096_dc1024:r3:11,6.5930851363594645,4096,1024
warmup:pf4096_dc1024:r3:12,7.647941403311525,4096,1024
warmup:pf4096_dc1024:r3:13,7.77405519982716,4096,1024
warmup:pf4096_dc1024:r3:14,8.476999899982102,4096,1024
warmup:pf4096_dc1024:r3:15,9.089052386519116,4096,1024
warmup:pf4096_dc1024:r3:16,9.244738402920921,4096,1024
warmup:pf4096_dc1024:r3:17,9.287440685638783,4096,1024
warmup:pf4096_dc1024:r3:18,9.94316304734161,4096,1024
warmup:pf4096_dc1024:r3:19,11.1078063221435,4096,1024
warmup:pf4096_dc1024:r3:20,11.146954163745653,4096,1024
warmup:pf4096_dc1024:r3:21,11.308077211373663,4096,1024
warmup:pf4096_dc1024:r3:22,11.40353528481197,4096,1024
warmup:pf4096_dc1024:r3:23,12.293560236217036,4096,1024
warmup:pf4096_dc1024:r3:24,12.447377356138947,4096,1024
warmup:pf4096_dc1024:r3:25,14.209492697170441,4096,1024
warmup:pf4096_dc1024:r3:26,14.27248025992363,4096,1024
warmup:pf4096_dc1024:r3:27,15.242668624385429,4096,1024
warmup:pf4096_dc1024:r3:28,16.15921977167755,4096,1024
warmup:pf4096_dc1024:r3:29,16.326672146577753,4096,1024
warmup:pf4096_dc1024:r3:30,17.045295640177876,4096,1024
warmup:pf4096_dc1024:r3:31,17.18231614404406,4096,1024
warmup:pf4096_dc1024:r3:32,19.004298099655983,4096,1024
warmup:pf4096_dc1024:r3:33,19.698666458661304,4096,1024
warmup:pf4096_dc1024:r3:34,20.076595888133227,4096,1024
warmup:pf4096_dc1024:r3:35,20.28592656953938,4096,1024
warmup:pf4096_dc1024:r3:36,21.169882137799945,4096,1024
warmup:pf4096_dc1024:r3:37,21.3826360169934,4096,1024
warmup:pf4096_dc1024:r3:38,21.44258178261569,4096,1024
warmup:pf4096_dc1024:r3:39,21.530126437153886,4096,1024
warmup:pf4096_dc1024:r3:40,21.65844488405126,4096,1024
warmup:pf4096_dc1024:r3:41,21.835228025255738,4096,1024
warmup:pf4096_dc1024:r3:42,21.854399434671215,4096,1024
warmup:pf4096_dc1024:r3:43,22.045926868039263,4096,1024
warmup:pf4096_dc1024:r3:44,23.44722796246555,4096,1024
warmup:pf4096_dc1024:r3:45,23.62339439460993,4096,1024
warmup:pf4096_dc1024:r3:46,23.945014788628626,4096,1024
warmup:pf4096_dc1024:r3:47,24.550888896051227,4096,1024
warmup:pf4096_dc1024:r3:48,25.593726532799803,4096,1024
warmup:pf4096_dc1024:r3:49,26.018121823257204,4096,1024
warmup:pf4096_dc1024:r3:50,26.423189940241084,4096,1024
warmup:pf4096_dc1024:r3:51,26.78511742615385,4096,1024
warmup:pf4096_dc1024:r3:52,27.22727234322496,4096,1024
warmup:pf4096_dc1024:r3:53,27.336933920933888,4096,1024
warmup:pf4096_dc1024:r3:54,27.533653646419765,4096,1024
warmup:pf4096_dc1024:r3:55,27.814412843951732,4096,1024
warmup:pf4096_dc1024:r3:56,27.91616982643818,4096,1024
warmup:pf4096_dc1024:r3:57,28.75755685667493,4096,1024
warmup:pf4096_dc1024:r3:58,28.87319117878392,4096,1024
warmup:pf4096_dc1024:r3:59,29.381941311837863,4096,1024
warmup:pf4096_dc1024:r3:60,29.855405949005963,4096,1024
warmup:pf4096_dc1024:r3:61,30.13526456088238,4096,1024
warmup:pf4096_dc1024:r3:62,30.28071301534327,4096,1024
warmup:pf4096_dc1024:r3:63,30.34514629850438,4096,1024
warmup:pf4096_dc1024:r3:64,30.898838948725235,4096,1024
warmup:pf4096_dc1024:r3:65,31.31648037211652,4096,1024
warmup:pf4096_dc1024:r3:66,31.919253151669515,4096,1024
warmup:pf4096_dc1024:r3:67,31.986574956760712,4096,1024
warmup:pf4096_dc1024:r3:68,32.87850276652575,4096,1024
warmup:pf4096_dc1024:r3:69,34.27793135643245,4096,1024
warmup:pf4096_dc1024:r3:70,34.57040647217522,4096,1024
warmup:pf4096_dc1024:r3:71,34.641625111420616,4096,1024
warmup:pf4096_dc1024:r3:72,34.66097975128705,4096,1024
warmup:pf4096_dc1024:r3:73,34.67268929900176,4096,1024
warmup:pf4096_dc1024:r3:74,34.952493466706784,4096,1024
warmup:pf4096_dc1024:r3:75,35.33201428532532,4096,1024
warmup:pf4096_dc1024:r3:76,35.38403230265417,4096,1024
warmup:pf4096_dc1024:r3:77,37.73808266585447,4096,1024
warmup:pf4096_dc1024:r3:78,38.43474855532294,4096,1024
warmup:pf4096_dc1024:r3:79,38.876523395090615,4096,1024
warmup:pf4096_dc1024:r3:80,39.90206451285434,4096,1024
warmup:pf4096_dc1024:r3:81,40.6689554689745,4096,1024
warmup:pf4096_dc1024:r3:82,40.78641334709632,4096,1024
warmup:pf4096_dc1024:r3:83,40.84318312170809,4096,1024
warmup:pf4096_dc1024:r3:84,40.8438393330155,4096,1024
warmup:pf4096_dc1024:r3:85,40.87361274205425,4096,1024
warmup:pf4096_dc1024:r3:86,41.167889287863275,4096,1024
warmup:pf4096_dc1024:r3:87,41.40188539176718,4096,1024
warmup:pf4096_dc1024:r3:88,41.67434274303424,4096,1024
warmup:pf4096_dc1024:r3:89,41.96850899839434,4096,1024
warmup:pf4096_dc1024:r3:90,42.206217258010696,4096,1024
warmup:pf4096_dc1024:r3:91,42.30904053285519,4096,1024
warmup:pf4096_dc1024:r3:92,42.52656549058795,4096,1024
warmup:pf4096_dc1024:r3:93,42.550959480706176,4096,1024
warmup:pf4096_dc1024:r3:94,42.97123666903399,4096,1024
warmup:pf4096_dc1024:r3:95,43.183220839471204,4096,1024
warmup:pf4096_dc1024:r3:96,43.25638193933987,4096,1024
warmup:pf4096_dc1024:r3:97,44.7463752544508,4096,1024
warmup:pf4096_dc1024:r3:98,45.99945284664151,4096,1024
warmup:pf4096_dc1024:r3:99,47.14003370610788,4096,1024
warmup:pf4096_dc1024:r4:0,0.0,4096,1024
warmup:pf4096_dc1024:r4:1,0.1394695984353605,4096,1024
warmup:pf4096_dc1024:r4:2,0.24519164866650506,4096,1024
warmup:pf4096_dc1024:r4:3,0.31248321598759043,4096,1024
warmup:pf4096_dc1024:r4:4,0.8038411056189159,4096,1024
warmup:pf4096_dc1024:r4:5,1.0199291991842783,4096,1024
warmup:pf4096_dc1024:r4:6,1.025896073192656,4096,1024
warmup:pf4096_dc1024:r4:7,1.356952136864616,4096,1024
warmup:pf4096_dc1024:r4:8,3.24038704705775,4096,1024
warmup:pf4096_dc1024:r4:9,5.3142484733350654,4096,1024
warmup:pf4096_dc1024:r4:10,5.579498001056458,4096,1024
warmup:pf4096_dc1024:r4:11,6.5930851363594645,4096,1024
warmup:pf4096_dc1024:r4:12,7.647941403311525,4096,1024
warmup:pf4096_dc1024:r4:13,7.77405519982716,4096,1024
warmup:pf4096_dc1024:r4:14,8.476999899982102,4096,1024
warmup:pf4096_dc1024:r4:15,9.089052386519116,4096,1024
warmup:pf4096_dc1024:r4:16,9.244738402920921,4096,1024
warmup:pf4096_dc1024:r4:17,9.287440685638783,4096,1024
warmup:pf4096_dc1024:r4:18,9.94316304734161,4096,1024
warmup:pf4096_dc1024:r4:19,11.1078063221435,4096,1024
warmup:pf4096_dc1024:r4:20,11.146954163745653,4096,1024
warmup:pf4096_dc1024:r4:21,11.308077211373663,4096,1024
